Date,Shift,Truck_ID,Loads,Tonnes_Hauled
2025-07-18,Day,TR001,15,705
2025-07-18,Day,TR002,12,672
2025-07-18,Day,TR003,20,1040
2025-07-18,Day,TR004,23,1265
2025-07-18,Day,TR005,12,564
2025-07-18,Day,TR006,30,1920
2025-07-18,Day,TR007,31,1953
2025-07-18,Day,TR008,22,1342
2025-07-18,Day,TR009,32,1984
2025-07-18,Day,TR010,15,705
2025-07-18,Day,TR011,21,1155
2025-07-18,Day,TR012,34,1734
2025-07-18,Day,TR013,31,1922
2025-07-18,Day,TR014,34,1632
2025-07-18,Day,TR015,17,833
2025-07-18,Day,TR016,28,1624
2025-07-18,Day,TR017,21,966
2025-07-18,Day,TR018,23,1357
2025-07-18,Day,TR019,22,1100
2025-07-18,Day,TR020,25,1450
2025-07-18,Night,TR001,25,1550
2025-07-18,Night,TR002,19,1083
2025-07-18,Night,TR003,31,1519
2025-07-18,Night,TR004,18,810
2025-07-18,Night,TR005,20,900
2025-07-18,Night,TR006,29,1334
2025-07-18,Night,TR007,27,1512
2025-07-18,Night,TR008,34,1734
2025-07-18,Night,TR009,19,931
2025-07-18,Night,TR010,24,1176
2025-07-18,Night,TR011,14,882
2025-07-18,Night,TR012,27,1269
2025-07-18,Night,TR013,26,1326
2025-07-18,Night,TR014,16,864
2025-07-18,Night,TR015,30,1350
2025-07-18,Night,TR016,20,1260
2025-07-18,Night,TR017,21,966
2025-07-18,Night,TR018,21,1218
2025-07-18,Night,TR019,34,1938
2025-07-18,Night,TR020,13,793
2025-07-19,Day,TR001,29,1682
2025-07-19,Day,TR002,32,1920
2025-07-19,Day,TR003,17,901
2025-07-19,Day,TR004,23,1242
2025-07-19,Day,TR005,26,1534
2025-07-19,Day,TR006,14,784
2025-07-19,Day,TR007,12,660
2025-07-19,Day,TR008,21,1029
2025-07-19,Day,TR009,34,1700
2025-07-19,Day,TR010,13,676
2025-07-19,Day,TR011,29,1305
2025-07-19,Day,TR012,23,1219
2025-07-19,Day,TR013,31,1395
2025-07-19,Day,TR014,12,672
2025-07-19,Day,TR015,16,944
2025-07-19,Day,TR016,18,1008
2025-07-19,Day,TR017,12,696
2025-07-19,Day,TR018,23,1035
2025-07-19,Day,TR019,18,828
2025-07-19,Day,TR020,13,754
2025-07-19,Night,TR001,21,1281
2025-07-19,Night,TR002,17,1003
2025-07-19,Night,TR003,26,1508
2025-07-19,Night,TR004,31,1829
2025-07-19,Night,TR005,29,1711
2025-07-19,Night,TR006,22,1298
2025-07-19,Night,TR007,31,1829
2025-07-19,Night,TR008,25,1150
2025-07-19,Night,TR009,22,1012
2025-07-19,Night,TR010,14,728
2025-07-19,Night,TR011,22,1210
2025-07-19,Night,TR012,32,1920
2025-07-19,Night,TR013,21,1071
2025-07-19,Night,TR014,28,1400
2025-07-19,Night,TR015,32,1920
2025-07-19,Night,TR016,27,1323
2025-07-19,Night,TR017,26,1586
2025-07-19,Night,TR018,13,624
2025-07-19,Night,TR019,23,1196
2025-07-19,Night,TR020,28,1484
2025-07-20,Day,TR001,34,1700
2025-07-20,Day,TR002,20,900
2025-07-20,Day,TR003,17,833
2025-07-20,Day,TR004,29,1479
2025-07-20,Day,TR005,16,816
2025-07-20,Day,TR006,24,1440
2025-07-20,Day,TR007,34,1530
2025-07-20,Day,TR008,31,1612
2025-07-20,Day,TR009,30,1350
2025-07-20,Day,TR010,26,1638
2025-07-20,Day,TR011,12,720
2025-07-20,Day,TR012,14,896
2025-07-20,Day,TR013,29,1827
2025-07-20,Day,TR014,32,1632
2025-07-20,Day,TR015,21,1218
2025-07-20,Day,TR016,16,816
2025-07-20,Day,TR017,14,868
2025-07-20,Day,TR018,17,901
2025-07-20,Day,TR019,22,1144
2025-07-20,Day,TR020,29,1827
2025-07-20,Night,TR001,25,1525
2025-07-20,Night,TR002,14,896
2025-07-20,Night,TR003,14,644
2025-07-20,Night,TR004,12,588
2025-07-20,Night,TR005,31,1581
2025-07-20,Night,TR006,30,1590
2025-07-20,Night,TR007,14,756
2025-07-20,Night,TR008,17,850
2025-07-20,Night,TR009,23,1380
2025-07-20,Night,TR010,25,1225
2025-07-20,Night,TR011,28,1624
2025-07-20,Night,TR012,17,1054
2025-07-20,Night,TR013,31,1767
2025-07-20,Night,TR014,18,936
2025-07-20,Night,TR015,22,1056
2025-07-20,Night,TR016,19,893
2025-07-20,Night,TR017,15,885
2025-07-20,Night,TR018,14,756
2025-07-20,Night,TR019,21,945
2025-07-20,Night,TR020,31,1984
2025-07-21,Day,TR001,26,1508
2025-07-21,Day,TR002,17,1037
2025-07-21,Day,TR003,30,1590
2025-07-21,Day,TR004,28,1792
2025-07-21,Day,TR005,25,1200
2025-07-21,Day,TR006,19,912
2025-07-21,Day,TR007,19,1178
2025-07-21,Day,TR008,16,992
2025-07-21,Day,TR009,18,972
2025-07-21,Day,TR010,24,1128
2025-07-21,Day,TR011,16,816
2025-07-21,Day,TR012,13,780
2025-07-21,Day,TR013,24,1464
2025-07-21,Day,TR014,31,1581
2025-07-21,Day,TR015,30,1380
2025-07-21,Day,TR016,21,1218
2025-07-21,Day,TR017,22,1298
2025-07-21,Day,TR018,31,1643
2025-07-21,Day,TR019,18,1008
2025-07-21,Day,TR020,31,1984
2025-07-21,Night,TR001,30,1470
2025-07-21,Night,TR002,16,896
2025-07-21,Night,TR003,21,1197
2025-07-21,Night,TR004,33,1815
2025-07-21,Night,TR005,20,1240
2025-07-21,Night,TR006,22,1254
2025-07-21,Night,TR007,15,825
2025-07-21,Night,TR008,21,987
2025-07-21,Night,TR009,16,944
2025-07-21,Night,TR010,16,752
2025-07-21,Night,TR011,13,585
2025-07-21,Night,TR012,21,1134
2025-07-21,Night,TR013,26,1456
2025-07-21,Night,TR014,24,1536
2025-07-21,Night,TR015,17,1003
2025-07-21,Night,TR016,13,793
2025-07-21,Night,TR017,20,1020
2025-07-21,Night,TR018,15,825
2025-07-21,Night,TR019,21,1344
2025-07-21,Night,TR020,16,848
2025-07-22,Day,TR001,32,1952
2025-07-22,Day,TR002,29,1595
2025-07-22,Day,TR003,32,1568
2025-07-22,Day,TR004,30,1680
2025-07-22,Day,TR005,20,980
2025-07-22,Day,TR006,23,1035
2025-07-22,Day,TR007,28,1372
2025-07-22,Day,TR008,20,960
2025-07-22,Day,TR009,22,1144
2025-07-22,Day,TR010,16,992
2025-07-22,Day,TR011,29,1508
2025-07-22,Day,TR012,13,793
2025-07-22,Day,TR013,28,1568
2025-07-22,Day,TR014,25,1125
2025-07-22,Day,TR015,22,1056
2025-07-22,Day,TR016,26,1638
2025-07-22,Day,TR017,24,1368
2025-07-22,Day,TR018,27,1701
2025-07-22,Day,TR019,12,612
2025-07-22,Day,TR020,18,1062
2025-07-22,Night,TR001,22,1320
2025-07-22,Night,TR002,22,1408
2025-07-22,Night,TR003,29,1305
2025-07-22,Night,TR004,34,2176
2025-07-22,Night,TR005,12,624
2025-07-22,Night,TR006,34,2074
2025-07-22,Night,TR007,22,1210
2025-07-22,Night,TR008,12,672
2025-07-22,Night,TR009,27,1404
2025-07-22,Night,TR010,19,1159
2025-07-22,Night,TR011,22,1100
2025-07-22,Night,TR012,20,1080
2025-07-22,Night,TR013,17,952
2025-07-22,Night,TR014,31,1829
2025-07-22,Night,TR015,17,918
2025-07-22,Night,TR016,24,1392
2025-07-22,Night,TR017,29,1566
2025-07-22,Night,TR018,19,1102
2025-07-22,Night,TR019,14,812
2025-07-22,Night,TR020,32,1888
2025-07-23,Day,TR001,21,1281
2025-07-23,Day,TR002,24,1320
2025-07-23,Day,TR003,31,1488
2025-07-23,Day,TR004,29,1682
2025-07-23,Day,TR005,24,1104
2025-07-23,Day,TR006,29,1421
2025-07-23,Day,TR007,32,1920
2025-07-23,Day,TR008,20,1060
2025-07-23,Day,TR009,12,648
2025-07-23,Day,TR010,13,832
2025-07-23,Day,TR011,26,1274
2025-07-23,Day,TR012,30,1350
2025-07-23,Day,TR013,24,1128
2025-07-23,Day,TR014,13,637
2025-07-23,Day,TR015,18,1062
2025-07-23,Day,TR016,32,1920
2025-07-23,Day,TR017,29,1624
2025-07-23,Day,TR018,20,1000
2025-07-23,Day,TR019,33,1815
2025-07-23,Day,TR020,24,1080
2025-07-23,Night,TR001,22,1276
2025-07-23,Night,TR002,23,1311
2025-07-23,Night,TR003,30,1350
2025-07-23,Night,TR004,32,1952
2025-07-23,Night,TR005,21,1260
2025-07-23,Night,TR006,13,663
2025-07-23,Night,TR007,14,798
2025-07-23,Night,TR008,31,1767
2025-07-23,Night,TR009,28,1316
2025-07-23,Night,TR010,33,1584
2025-07-23,Night,TR011,24,1392
2025-07-23,Night,TR012,31,1953
2025-07-23,Night,TR013,25,1400
2025-07-23,Night,TR014,21,1176
2025-07-23,Night,TR015,27,1539
2025-07-23,Night,TR016,25,1325
2025-07-23,Night,TR017,16,736
2025-07-23,Night,TR018,21,1092
2025-07-23,Night,TR019,25,1575
2025-07-23,Night,TR020,28,1708
2025-07-24,Day,TR001,25,1575
2025-07-24,Day,TR002,33,1584
2025-07-24,Day,TR003,26,1430
2025-07-24,Day,TR004,34,1904
2025-07-24,Day,TR005,12,588
2025-07-24,Day,TR006,14,686
2025-07-24,Day,TR007,14,840
2025-07-24,Day,TR008,23,1334
2025-07-24,Day,TR009,34,1938
2025-07-24,Day,TR010,23,1150
2025-07-24,Day,TR011,29,1595
2025-07-24,Day,TR012,29,1305
2025-07-24,Day,TR013,15,705
2025-07-24,Day,TR014,27,1485
2025-07-24,Day,TR015,19,969
2025-07-24,Day,TR016,25,1600
2025-07-24,Day,TR017,34,1836
2025-07-24,Day,TR018,27,1242
2025-07-24,Day,TR019,33,1485
2025-07-24,Day,TR020,19,1121
2025-07-24,Night,TR001,34,1632
2025-07-24,Night,TR002,27,1296
2025-07-24,Night,TR003,13,689
2025-07-24,Night,TR004,25,1250
2025-07-24,Night,TR005,34,1938
2025-07-24,Night,TR006,22,1188
2025-07-24,Night,TR007,22,1034
2025-07-24,Night,TR008,25,1500
2025-07-24,Night,TR009,21,1113
2025-07-24,Night,TR010,32,1824
2025-07-24,Night,TR011,18,810
2025-07-24,Night,TR012,30,1710
2025-07-24,Night,TR013,26,1300
2025-07-24,Night,TR014,16,864
2025-07-24,Night,TR015,29,1450
2025-07-24,Night,TR016,24,1536
2025-07-24,Night,TR017,17,833
2025-07-24,Night,TR018,17,1071
2025-07-24,Night,TR019,24,1512
2025-07-24,Night,TR020,33,1749
2025-07-25,Day,TR001,13,663
2025-07-25,Day,TR002,24,1248
2025-07-25,Day,TR003,12,768
2025-07-25,Day,TR004,18,1026
2025-07-25,Day,TR005,33,1815
2025-07-25,Day,TR006,27,1215
2025-07-25,Day,TR007,28,1708
2025-07-25,Day,TR008,33,1518
2025-07-25,Day,TR009,17,765
2025-07-25,Day,TR010,33,1650
2025-07-25,Day,TR011,24,1296
2025-07-25,Day,TR012,27,1674
2025-07-25,Day,TR013,19,1140
2025-07-25,Day,TR014,18,864
2025-07-25,Day,TR015,14,728
2025-07-25,Day,TR016,24,1440
2025-07-25,Day,TR017,31,1705
2025-07-25,Day,TR018,21,1008
2025-07-25,Day,TR019,33,1716
2025-07-25,Day,TR020,29,1653
2025-07-25,Night,TR001,33,2112
2025-07-25,Night,TR002,28,1624
2025-07-25,Night,TR003,15,675
2025-07-25,Night,TR004,24,1416
2025-07-25,Night,TR005,29,1450
2025-07-25,Night,TR006,23,1426
2025-07-25,Night,TR007,14,728
2025-07-25,Night,TR008,33,1584
2025-07-25,Night,TR009,19,1026
2025-07-25,Night,TR010,27,1350
2025-07-25,Night,TR011,30,1470
2025-07-25,Night,TR012,20,1120
2025-07-25,Night,TR013,12,720
2025-07-25,Night,TR014,27,1647
2025-07-25,Night,TR015,18,936
2025-07-25,Night,TR016,32,1472
2025-07-25,Night,TR017,23,1242
2025-07-25,Night,TR018,22,1166
2025-07-25,Night,TR019,29,1392
2025-07-25,Night,TR020,32,1984
2025-07-26,Day,TR001,16,1024
2025-07-26,Day,TR002,18,828
2025-07-26,Day,TR003,21,1260
2025-07-26,Day,TR004,31,1767
2025-07-26,Day,TR005,30,1500
2025-07-26,Day,TR006,32,1824
2025-07-26,Day,TR007,15,705
2025-07-26,Day,TR008,18,828
2025-07-26,Day,TR009,18,1152
2025-07-26,Day,TR010,17,969
2025-07-26,Day,TR011,34,1700
2025-07-26,Day,TR012,28,1512
2025-07-26,Day,TR013,18,1152
2025-07-26,Day,TR014,27,1431
2025-07-26,Day,TR015,30,1890
2025-07-26,Day,TR016,29,1798
2025-07-26,Day,TR017,19,969
2025-07-26,Day,TR018,17,986
2025-07-26,Day,TR019,30,1740
2025-07-26,Day,TR020,25,1500
2025-07-26,Night,TR001,16,832
2025-07-26,Night,TR002,28,1288
2025-07-26,Night,TR003,32,1536
2025-07-26,Night,TR004,30,1710
2025-07-26,Night,TR005,31,1860
2025-07-26,Night,TR006,23,1380
2025-07-26,Night,TR007,19,1064
2025-07-26,Night,TR008,33,1518
2025-07-26,Night,TR009,20,900
2025-07-26,Night,TR010,24,1440
2025-07-26,Night,TR011,12,660
2025-07-26,Night,TR012,21,1260
2025-07-26,Night,TR013,17,816
2025-07-26,Night,TR014,14,742
2025-07-26,Night,TR015,23,1449
2025-07-26,Night,TR016,22,1056
2025-07-26,Night,TR017,28,1288
2025-07-26,Night,TR018,19,1102
2025-07-26,Night,TR019,17,952
2025-07-26,Night,TR020,22,1408
2025-07-27,Day,TR001,18,1134
2025-07-27,Day,TR002,26,1534
2025-07-27,Day,TR003,15,675
2025-07-27,Day,TR004,28,1512
2025-07-27,Day,TR005,19,1178
2025-07-27,Day,TR006,19,1007
2025-07-27,Day,TR007,28,1792
2025-07-27,Day,TR008,32,1856
2025-07-27,Day,TR009,14,658
2025-07-27,Day,TR010,27,1485
2025-07-27,Day,TR011,15,870
2025-07-27,Day,TR012,33,1518
2025-07-27,Day,TR013,30,1530
2025-07-27,Day,TR014,21,1239
2025-07-27,Day,TR015,17,816
2025-07-27,Day,TR016,34,1734
2025-07-27,Day,TR017,15,870
2025-07-27,Day,TR018,16,960
2025-07-27,Day,TR019,13,715
2025-07-27,Day,TR020,21,1344
2025-07-27,Night,TR001,23,1449
2025-07-27,Night,TR002,17,918
2025-07-27,Night,TR003,30,1440
2025-07-27,Night,TR004,33,1980
2025-07-27,Night,TR005,27,1323
2025-07-27,Night,TR006,30,1830
2025-07-27,Night,TR007,18,1008
2025-07-27,Night,TR008,13,676
2025-07-27,Night,TR009,15,840
2025-07-27,Night,TR010,24,1320
2025-07-27,Night,TR011,27,1701
2025-07-27,Night,TR012,16,784
2025-07-27,Night,TR013,16,1008
2025-07-27,Night,TR014,14,630
2025-07-27,Night,TR015,15,900
2025-07-27,Night,TR016,25,1575
2025-07-27,Night,TR017,16,832
2025-07-27,Night,TR018,24,1104
2025-07-27,Night,TR019,33,2013
2025-07-27,Night,TR020,15,915
2025-07-28,Day,TR001,22,1122
2025-07-28,Day,TR002,33,1815
2025-07-28,Day,TR003,17,1037
2025-07-28,Day,TR004,28,1344
2025-07-28,Day,TR005,27,1539
2025-07-28,Day,TR006,18,954
2025-07-28,Day,TR007,31,1488
2025-07-28,Day,TR008,28,1708
2025-07-28,Day,TR009,33,1683
2025-07-28,Day,TR010,18,1134
2025-07-28,Day,TR011,22,1232
2025-07-28,Day,TR012,23,1265
2025-07-28,Day,TR013,26,1378
2025-07-28,Day,TR014,21,1113
2025-07-28,Day,TR015,27,1647
2025-07-28,Day,TR016,24,1392
2025-07-28,Day,TR017,21,1260
2025-07-28,Day,TR018,21,1113
2025-07-28,Day,TR019,13,650
2025-07-28,Day,TR020,28,1288
2025-07-28,Night,TR001,17,1020
2025-07-28,Night,TR002,32,1696
2025-07-28,Night,TR003,21,1155
2025-07-28,Night,TR004,29,1566
2025-07-28,Night,TR005,15,795
2025-07-28,Night,TR006,17,986
2025-07-28,Night,TR007,15,855
2025-07-28,Night,TR008,14,896
2025-07-28,Night,TR009,26,1222
2025-07-28,Night,TR010,34,1904
2025-07-28,Night,TR011,25,1150
2025-07-28,Night,TR012,16,976
2025-07-28,Night,TR013,22,1254
2025-07-28,Night,TR014,34,1802
2025-07-28,Night,TR015,20,1220
2025-07-28,Night,TR016,13,702
2025-07-28,Night,TR017,31,1519
2025-07-28,Night,TR018,18,972
2025-07-28,Night,TR019,13,598
2025-07-28,Night,TR020,17,1054
2025-07-29,Day,TR001,17,1003
2025-07-29,Day,TR002,21,1260
2025-07-29,Day,TR003,19,1178
2025-07-29,Day,TR004,20,1200
2025-07-29,Day,TR005,31,1643
2025-07-29,Day,TR006,27,1269
2025-07-29,Day,TR007,23,1196
2025-07-29,Day,TR008,33,2079
2025-07-29,Day,TR009,30,1890
2025-07-29,Day,TR010,34,2040
2025-07-29,Day,TR011,25,1225
2025-07-29,Day,TR012,30,1440
2025-07-29,Day,TR013,16,992
2025-07-29,Day,TR014,14,658
2025-07-29,Day,TR015,23,1288
2025-07-29,Day,TR016,13,676
2025-07-29,Day,TR017,17,867
2025-07-29,Day,TR018,16,928
2025-07-29,Day,TR019,22,1408
2025-07-29,Day,TR020,12,720
2025-07-29,Night,TR001,32,1728
2025-07-29,Night,TR002,28,1484
2025-07-29,Night,TR003,25,1575
2025-07-29,Night,TR004,24,1344
2025-07-29,Night,TR005,34,1836
2025-07-29,Night,TR006,15,870
2025-07-29,Night,TR007,27,1323
2025-07-29,Night,TR008,28,1288
2025-07-29,Night,TR009,19,1178
2025-07-29,Night,TR010,26,1482
2025-07-29,Night,TR011,26,1248
2025-07-29,Night,TR012,34,1700
2025-07-29,Night,TR013,30,1920
2025-07-29,Night,TR014,17,969
2025-07-29,Night,TR015,12,684
2025-07-29,Night,TR016,22,1012
2025-07-29,Night,TR017,27,1728
2025-07-29,Night,TR018,13,806
2025-07-29,Night,TR019,31,1705
2025-07-29,Night,TR020,32,1632
2025-07-30,Day,TR001,28,1624
2025-07-30,Day,TR002,25,1525
2025-07-30,Day,TR003,32,1920
2025-07-30,Day,TR004,25,1600
2025-07-30,Day,TR005,24,1368
2025-07-30,Day,TR006,16,816
2025-07-30,Day,TR007,32,1728
2025-07-30,Day,TR008,23,1403
2025-07-30,Day,TR009,19,950
2025-07-30,Day,TR010,12,588
2025-07-30,Day,TR011,23,1357
2025-07-30,Day,TR012,19,1007
2025-07-30,Day,TR013,17,1037
2025-07-30,Day,TR014,24,1128
2025-07-30,Day,TR015,26,1326
2025-07-30,Day,TR016,31,1550
2025-07-30,Day,TR017,31,1798
2025-07-30,Day,TR018,15,900
2025-07-30,Day,TR019,28,1512
2025-07-30,Day,TR020,15,810
2025-07-30,Night,TR001,25,1175
2025-07-30,Night,TR002,19,1121
2025-07-30,Night,TR003,24,1536
2025-07-30,Night,TR004,16,960
2025-07-30,Night,TR005,21,1029
2025-07-30,Night,TR006,33,1881
2025-07-30,Night,TR007,24,1200
2025-07-30,Night,TR008,32,1440
2025-07-30,Night,TR009,14,672
2025-07-30,Night,TR010,27,1269
2025-07-30,Night,TR011,30,1440
2025-07-30,Night,TR012,27,1620
2025-07-30,Night,TR013,32,1600
2025-07-30,Night,TR014,13,780
2025-07-30,Night,TR015,22,1386
2025-07-30,Night,TR016,16,896
2025-07-30,Night,TR017,14,756
2025-07-30,Night,TR018,12,720
2025-07-30,Night,TR019,25,1150
2025-07-30,Night,TR020,23,1219
2025-07-31,Day,TR001,27,1458
2025-07-31,Day,TR002,22,1342
2025-07-31,Day,TR003,23,1403
2025-07-31,Day,TR004,32,1952
2025-07-31,Day,TR005,33,1914
2025-07-31,Day,TR006,24,1320
2025-07-31,Day,TR007,16,976
2025-07-31,Day,TR008,27,1674
2025-07-31,Day,TR009,28,1512
2025-07-31,Day,TR010,18,1152
2025-07-31,Day,TR011,28,1736
2025-07-31,Day,TR012,25,1375
2025-07-31,Day,TR013,12,552
2025-07-31,Day,TR014,28,1372
2025-07-31,Day,TR015,13,780
2025-07-31,Day,TR016,26,1222
2025-07-31,Day,TR017,23,1242
2025-07-31,Day,TR018,12,684
2025-07-31,Day,TR019,21,1302
2025-07-31,Day,TR020,14,854
2025-07-31,Night,TR001,12,720
2025-07-31,Night,TR002,29,1537
2025-07-31,Night,TR003,18,846
2025-07-31,Night,TR004,19,1102
2025-07-31,Night,TR005,28,1344
2025-07-31,Night,TR006,12,672
2025-07-31,Night,TR007,25,1600
2025-07-31,Night,TR008,29,1624
2025-07-31,Night,TR009,25,1425
2025-07-31,Night,TR010,22,1276
2025-07-31,Night,TR011,16,976
2025-07-31,Night,TR012,31,1643
2025-07-31,Night,TR013,22,1188
2025-07-31,Night,TR014,30,1440
2025-07-31,Night,TR015,19,1083
2025-07-31,Night,TR016,27,1350
2025-07-31,Night,TR017,14,770
2025-07-31,Night,TR018,26,1560
2025-07-31,Night,TR019,12,540
2025-07-31,Night,TR020,20,1120
2025-08-01,Day,TR001,12,576
2025-08-01,Day,TR002,21,1050
2025-08-01,Day,TR003,28,1260
2025-08-01,Day,TR004,32,1536
2025-08-01,Day,TR005,22,1408
2025-08-01,Day,TR006,27,1728
2025-08-01,Day,TR007,12,708
2025-08-01,Day,TR008,13,741
2025-08-01,Day,TR009,19,1140
2025-08-01,Day,TR010,14,868
2025-08-01,Day,TR011,23,1265
2025-08-01,Day,TR012,25,1125
2025-08-01,Day,TR013,19,1121
2025-08-01,Day,TR014,34,2176
2025-08-01,Day,TR015,24,1200
2025-08-01,Day,TR016,22,1188
2025-08-01,Day,TR017,21,1092
2025-08-01,Day,TR018,31,1612
2025-08-01,Day,TR019,12,708
2025-08-01,Day,TR020,27,1404
2025-08-01,Night,TR001,26,1638
2025-08-01,Night,TR002,33,1980
2025-08-01,Night,TR003,25,1125
2025-08-01,Night,TR004,23,1403
2025-08-01,Night,TR005,31,1860
2025-08-01,Night,TR006,34,1870
2025-08-01,Night,TR007,14,756
2025-08-01,Night,TR008,19,1159
2025-08-01,Night,TR009,29,1537
2025-08-01,Night,TR010,20,960
2025-08-01,Night,TR011,12,612
2025-08-01,Night,TR012,17,850
2025-08-01,Night,TR013,34,1972
2025-08-01,Night,TR014,24,1152
2025-08-01,Night,TR015,31,1767
2025-08-01,Night,TR016,23,1242
2025-08-01,Night,TR017,24,1464
2025-08-01,Night,TR018,28,1512
2025-08-01,Night,TR019,27,1701
2025-08-01,Night,TR020,19,1197
2025-08-02,Day,TR001,25,1200
2025-08-02,Day,TR002,34,1972
2025-08-02,Day,TR003,20,980
2025-08-02,Day,TR004,33,2013
2025-08-02,Day,TR005,13,741
2025-08-02,Day,TR006,14,700
2025-08-02,Day,TR007,25,1225
2025-08-02,Day,TR008,23,1219
2025-08-02,Day,TR009,25,1525
2025-08-02,Day,TR010,15,900
2025-08-02,Day,TR011,17,765
2025-08-02,Day,TR012,22,1122
2025-08-02,Day,TR013,16,848
2025-08-02,Day,TR014,31,1736
2025-08-02,Day,TR015,28,1316
2025-08-02,Day,TR016,13,663
2025-08-02,Day,TR017,29,1798
2025-08-02,Day,TR018,14,756
2025-08-02,Day,TR019,21,1239
2025-08-02,Day,TR020,16,864
2025-08-02,Night,TR001,31,1674
2025-08-02,Night,TR002,29,1653
2025-08-02,Night,TR003,25,1250
2025-08-02,Night,TR004,34,1666
2025-08-02,Night,TR005,33,2112
2025-08-02,Night,TR006,23,1426
2025-08-02,Night,TR007,28,1652
2025-08-02,Night,TR008,13,611
2025-08-02,Night,TR009,13,585
2025-08-02,Night,TR010,31,1488
2025-08-02,Night,TR011,12,756
2025-08-02,Night,TR012,18,1098
2025-08-02,Night,TR013,34,1870
2025-08-02,Night,TR014,33,2112
2025-08-02,Night,TR015,15,705
2025-08-02,Night,TR016,20,1120
2025-08-02,Night,TR017,30,1440
2025-08-02,Night,TR018,16,816
2025-08-02,Night,TR019,18,1134
2025-08-02,Night,TR020,21,1302
2025-08-03,Day,TR001,13,611
2025-08-03,Day,TR002,30,1470
2025-08-03,Day,TR003,13,728
2025-08-03,Day,TR004,15,690
2025-08-03,Day,TR005,21,1176
2025-08-03,Day,TR006,24,1344
2025-08-03,Day,TR007,12,600
2025-08-03,Day,TR008,19,950
2025-08-03,Day,TR009,24,1176
2025-08-03,Day,TR010,26,1638
2025-08-03,Day,TR011,27,1404
2025-08-03,Day,TR012,21,1176
2025-08-03,Day,TR013,28,1428
2025-08-03,Day,TR014,12,708
2025-08-03,Day,TR015,27,1269
2025-08-03,Day,TR016,26,1196
2025-08-03,Day,TR017,26,1534
2025-08-03,Day,TR018,12,708
2025-08-03,Day,TR019,14,700
2025-08-03,Day,TR020,28,1456
2025-08-03,Night,TR001,34,2176
2025-08-03,Night,TR002,34,1598
2025-08-03,Night,TR003,16,768
2025-08-03,Night,TR004,25,1325
2025-08-03,Night,TR005,29,1450
2025-08-03,Night,TR006,16,912
2025-08-03,Night,TR007,26,1508
2025-08-03,Night,TR008,19,1045
2025-08-03,Night,TR009,33,1881
2025-08-03,Night,TR010,33,1749
2025-08-03,Night,TR011,13,780
2025-08-03,Night,TR012,22,990
2025-08-03,Night,TR013,15,765
2025-08-03,Night,TR014,16,928
2025-08-03,Night,TR015,26,1326
2025-08-03,Night,TR016,13,598
2025-08-03,Night,TR017,33,1683
2025-08-03,Night,TR018,14,826
2025-08-03,Night,TR019,32,1504
2025-08-03,Night,TR020,33,1947
2025-08-04,Day,TR001,17,1020
2025-08-04,Day,TR002,21,1197
2025-08-04,Day,TR003,14,686
2025-08-04,Day,TR004,29,1769
2025-08-04,Day,TR005,12,588
2025-08-04,Day,TR006,25,1575
2025-08-04,Day,TR007,27,1593
2025-08-04,Day,TR008,20,920
2025-08-04,Day,TR009,29,1740
2025-08-04,Day,TR010,22,1210
2025-08-04,Day,TR011,17,918
2025-08-04,Day,TR012,17,901
2025-08-04,Day,TR013,15,855
2025-08-04,Day,TR014,17,1003
2025-08-04,Day,TR015,23,1426
2025-08-04,Day,TR016,17,850
2025-08-04,Day,TR017,17,969
2025-08-04,Day,TR018,14,812
2025-08-04,Day,TR019,30,1740
2025-08-04,Day,TR020,15,810
2025-08-04,Night,TR001,24,1248
2025-08-04,Night,TR002,22,1320
2025-08-04,Night,TR003,31,1581
2025-08-04,Night,TR004,19,931
2025-08-04,Night,TR005,21,1155
2025-08-04,Night,TR006,28,1400
2025-08-04,Night,TR007,16,720
2025-08-04,Night,TR008,14,644
2025-08-04,Night,TR009,16,928
2025-08-04,Night,TR010,29,1856
2025-08-04,Night,TR011,24,1296
2025-08-04,Night,TR012,32,1504
2025-08-04,Night,TR013,26,1586
2025-08-04,Night,TR014,23,1150
2025-08-04,Night,TR015,26,1664
2025-08-04,Night,TR016,17,952
2025-08-04,Night,TR017,13,637
2025-08-04,Night,TR018,29,1566
2025-08-04,Night,TR019,16,816
2025-08-04,Night,TR020,14,840
2025-08-05,Day,TR001,33,1551
2025-08-05,Day,TR002,17,1054
2025-08-05,Day,TR003,32,1920
2025-08-05,Day,TR004,28,1736
2025-08-05,Day,TR005,20,1240
2025-08-05,Day,TR006,32,1568
2025-08-05,Day,TR007,13,715
2025-08-05,Day,TR008,29,1769
2025-08-05,Day,TR009,15,780
2025-08-05,Day,TR010,29,1334
2025-08-05,Day,TR011,28,1400
2025-08-05,Day,TR012,12,588
2025-08-05,Day,TR013,29,1798
2025-08-05,Day,TR014,13,702
2025-08-05,Day,TR015,16,928
2025-08-05,Day,TR016,29,1856
2025-08-05,Day,TR017,20,1000
2025-08-05,Day,TR018,19,1140
2025-08-05,Day,TR019,22,990
2025-08-05,Day,TR020,33,1551
2025-08-05,Night,TR001,33,1584
2025-08-05,Night,TR002,24,1224
2025-08-05,Night,TR003,27,1431
2025-08-05,Night,TR004,20,1080
2025-08-05,Night,TR005,34,1666
2025-08-05,Night,TR006,17,782
2025-08-05,Night,TR007,28,1624
